"infinitive","infinitive_english","mood","mood_english","tense","tense_english","verb_english","form_1s","form_2s","form_3s","form_1p","form_2p","form_3p","gerund","gerund_english","pastparticiple","pastparticiple_english"
"abusar","to go too far, take advantage","Indicativo","Indicative","Presente","Present","I go too far, am going too far","abuso","abusas","abusa","abusamos","abusais","abusan","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Futuro","Future","I will go too far","abusare","abusaras","abusara","abusaremos","abusareis","abusaran","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Imperfecto","Imperfect","I was going too far, used to go too far, went too far","abusaba","abusabas","abusaba","abusabamos","abusabais","abusaban","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Preterito","Preterite","I went too far","abuse","abusaste","abusó","abusamos","abusasteis","abusaron","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Condicional","Conditional","I would go too far","abusaria","abusarias","abusaria","abusariamos","abusariais","abusarian","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have gone too far","he abusado","has abusado","ha abusado","hemos abusado","habeis abusado","han abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have gone too far","habre abusado","habras abusado","habra abusado","habremos abusado","habreis abusado","habran abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had gone too far","habia abusado","habias abusado","habia abusado","habiamos abusado","habiais abusado","habian abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had gone too far","hube abusado","hubiste abusado","hubo abusado","hubimos abusado","hubisteis abusado","hubieron abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have gone too far","habria abusado","habrias abusado","habria abusado","habriamos abusado","habriais abusado","habrian abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Subjuntivo","Subjunctive","Presente","Present","I go too far, am going too far","abuse","abuses","abuse","abusemos","abuseis","abusen","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I went too far, was going too far","abusara","abusaras","abusara","abusaramos","abusarais","abusaran","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Subjuntivo","Subjunctive","Futuro","Future","I will go too far","abusare","abusares","abusare","abusaremos","abusareis","abusaren","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have gone too far, went too far","haya abusado","hayas abusado","haya abusado","hayamos abusado","hayais abusado","hayan abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have gone too far","hubiere abusado","hubieres abusado","hubiere abusado","hubieremos abusado","hubiereis abusado","hubieren abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had gone too far","hubiera abusado","hubieras abusado","hubiera abusado","hubieramos abusado","hubierais abusado","hubieran abusado","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Go too far! Don't go too far!",,"abusa","abuse","abusemos","abusad","abusen","abusando","going too far","abusado","gone too far, abused"
"abusar","to go too far, take advantage","Imperativo Negativo","Imperative Negative","Presente","Present","Go too far! Don't go too far!",,"no abuses","no abuse","no abusemos","no abuseis","no abusen","abusando","going too far","abusado","gone too far, abused"
"acabar","to finish, end","Indicativo","Indicative","Presente","Present","I finish, am finishing","acabo","acabas","acaba","acabamos","acabais","acaban","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Futuro","Future","I will finish","acabare","acabaras","acabara","acabaremos","acabareis","acabaran","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Imperfecto","Imperfect","I was finishing, used to finish, finished","acababa","acababas","acababa","acababamos","acababais","acababan","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Preterito","Preterite","I finished","acabe","acabaste","acabó","acabamos","acabasteis","acabaron","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Condicional","Conditional","I would finish","acabaria","acabarias","acabaria","acabariamos","acabariais","acabarian","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have finished","he acabado","has acabado","ha acabado","hemos acabado","habeis acabado","han acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have finished","habre acabado","habras acabado","habra acabado","habremos acabado","habreis acabado","habran acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had finished","habia acabado","habias acabado","habia acabado","habiamos acabado","habiais acabado","habian acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had finished","hube acabado","hubiste acabado","hubo acabado","hubimos acabado","hubisteis acabado","hubieron acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have finished","habria acabado","habrias acabado","habria acabado","habriamos acabado","habriais acabado","habrian acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Subjuntivo","Subjunctive","Presente","Present","I finish, am finishing","acabe","acabes","acabe","acabemos","acabeis","acaben","acabando","finishing","acabado","finished"
"acabar","to finish, end","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I finished, was finishing","acabara","acabaras","acabara","acabaramos","acabarais","acabaran","acabando","finishing","acabado","finished"
"acabar","to finish, end","Subjuntivo","Subjunctive","Futuro","Future","I will finish","acabare","acabares","acabare","acabaremos","acabareis","acabaren","acabando","finishing","acabado","finished"
"acabar","to finish, end","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have finished, finished","haya acabado","hayas acabado","haya acabado","hayamos acabado","hayais acabado","hayan acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have finished","hubiere acabado","hubieres acabado","hubiere acabado","hubieremos acabado","hubiereis acabado","hubieren acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had finished","hubiera acabado","hubieras acabado","hubiera acabado","hubieramos acabado","hubierais acabado","hubieran acabado","acabando","finishing","acabado","finished"
"acabar","to finish, end","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Finish! Don't finish!",,"acaba","acabe","acabemos","acabad","acaben","acabando","finishing","acabado","finished"
"acabar","to finish, end","Imperativo Negativo","Imperative Negative","Presente","Present","Finish! Don't finish!",,"no acabes","no acabe","no acabemos","no acabeis","no acaben","acabando","finishing","acabado","finished"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Presente","Present","I camp, am camping","acampo","acampas","acampa","acampamos","acampais","acampan","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Futuro","Future","I will camp","acampare","acamparas","acampara","acamparemos","acampareis","acamparan","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Imperfecto","Imperfect","I was camping, used to camp, camped","acampaba","acampabas","acampaba","acampabamos","acampabais","acampaban","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Preterito","Preterite","I camped","acampe","acampaste","acampó","acampamos","acampasteis","acamparon","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Condicional","Conditional","I would camp","acamparia","acamparias","acamparia","acampariamos","acampariais","acamparian","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have camped","he acampado","has acampado","ha acampado","hemos acampado","habeis acampado","han acampado","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have camped","habre acampado","habras acampado","habra acampado","habremos acampado","habreis acampado","habran acampado","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had camped","habia acampado","habias acampado","habia acampado","habiamos acampado","habiais acampado","habian acampado","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had camped","hube acampado","hubiste acampado","hubo acampado","hubimos acampado","hubisteis acampado","hubieron acampado","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have camped","habria acampado","habrias acampado","habria acampado","habriamos acampado","habriais acampado","habrian acampado","acampando","camping","acampado","camped"
"acampar","to camp, encamp, go camping","Subjuntivo","Subjunctive","Presente","Present","I camp, am camping","acampe","acampes","acampe","acampemos","acampeis","acampen","acampando","camping","acampado","camped"
